Device Name:,,VoltX4,VoltX4,VoltX4,VoltX4
Device Description:,,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger
Serial Number:,,R64783,R64783,R64783,R64783
Device ID:,,MultiChannel,MultiChannel,MultiChannel,MultiChannel
,,,,,
,,Channel 1,Channel 2,Channel 3,Channel 4
Date,Time,Voltage 1 (mV),Voltage 2 (mV),Voltage 3 (mV),Voltage 4 (mV)
9/16/21,2:45:00 AM,34.06394,35.40802,-35.36872,-13.08584
9/16/21,2:45:10 AM,34.21846,35.40818,-35.36958,-12.97914
9/16/21,2:45:20 AM,34.35604,35.40712,-35.3699,-12.88032
9/16/21,2:45:30 AM,34.4339,35.40716,-35.3695,-12.79196
9/16/21,2:45:40 AM,34.55836,35.40704,-35.36908,-12.71258
9/16/21,2:45:50 AM,59.98228,35.43086,-35.34392,-12.98644
9/16/21,2:46:00 AM,60.64634,35.45154,-35.34414,-13.68858
9/16/21,2:46:10 AM,61.02546,35.43378,-35.34398,-13.61486
9/16/21,2:46:20 AM,59.84462,35.4241,-35.34578,-14.03522
9/16/21,2:46:30 AM,59.869,35.41834,-35.3468,-14.34362
9/16/21,2:46:40 AM,59.95138,35.41518,-35.34722,-14.3239
9/16/21,2:46:50 AM,60.04026,35.41406,-35.34648,-14.25316
9/16/21,2:47:00 AM,60.11638,35.41242,-35.34788,-14.17318
9/16/21,2:47:10 AM,60.18746,35.41106,-35.34794,-14.09664
9/16/21,2:47:20 AM,60.28652,35.41042,-35.3476,-14.02612
9/16/21,2:47:30 AM,60.3401,35.4101,-35.3478,-13.96364
9/16/21,2:47:40 AM,60.39024,35.41028,-35.34812,-13.90772
9/16/21,2:47:50 AM,60.46858,35.41034,-35.3487,-13.8593
9/16/21,2:48:00 AM,60.4809,35.41056,-35.34868,-13.81496
9/16/21,2:48:10 AM,60.5777,35.41108,-35.34876,-13.77644
9/16/21,2:48:20 AM,61.26712,35.4118,-35.34866,-13.78076
9/16/21,2:48:30 AM,63.55942,35.41402,-35.3465,-13.91816
9/16/21,2:48:40 AM,64.07936,35.41434,-35.34556,-13.9488
9/16/21,2:48:50 AM,64.12384,35.41496,-35.34698,-13.93892
9/16/21,2:49:00 AM,64.11546,35.41526,-35.34672,-13.9144
9/16/21,2:49:10 AM,64.129,35.41578,-35.34722,-13.88732
9/16/21,2:49:20 AM,64.15028,35.41504,-35.34662,-13.85968
9/16/21,2:49:30 AM,64.21112,35.41644,-35.34734,-13.83276
9/16/21,2:49:40 AM,64.28952,35.41682,-35.34766,-13.8078
9/16/21,2:49:50 AM,64.38276,35.41726,-35.34792,-13.78532
9/16/21,2:50:00 AM,64.42124,35.41744,-35.34858,-13.7637
9/16/21,2:50:10 AM,64.44266,35.41846,-35.34846,-13.74416
9/16/21,2:50:20 AM,64.49854,35.41818,-35.34866,-13.7256
9/16/21,2:50:30 AM,64.5143,35.41858,-35.3491,-13.7102
9/16/21,2:50:40 AM,64.57316,35.41902,-35.3499,-13.69482
9/16/21,2:50:50 AM,64.56766,35.41924,-35.34946,-13.68116
9/16/21,2:51:00 AM,64.61526,35.42002,-35.3494,-13.66846
9/16/21,2:51:10 AM,64.6584,35.42028,-35.35036,-13.65826
9/16/21,2:51:20 AM,64.68512,35.42044,-35.3506,-13.64764
9/16/21,2:51:30 AM,64.6869,35.42122,-35.35048,-13.6383
9/16/21,2:51:40 AM,64.686,35.42136,-35.35138,-13.63088
9/16/21,2:51:50 AM,64.75864,35.42128,-35.35164,-13.62378
9/16/21,2:52:00 AM,64.73686,35.42268,-35.35178,-13.61762
9/16/21,2:52:10 AM,64.78352,35.42248,-35.35156,-13.61178
9/16/21,2:52:20 AM,64.76974,35.42326,-35.35264,-13.60866
9/16/21,2:52:30 AM,64.80278,35.42256,-35.3526,-13.6052
9/16/21,2:52:40 AM,64.8462,35.42382,-35.35308,-13.6018
9/16/21,2:52:50 AM,64.8766,35.42412,-35.3532,-13.59912
9/16/21,2:53:00 AM,64.89948,35.42436,-35.35368,-13.59702
9/16/21,2:53:10 AM,64.93402,35.42522,-35.3536,-13.59676
9/16/21,2:53:20 AM,64.93198,35.42494,-35.3536,-13.59546
9/16/21,2:53:30 AM,64.94688,35.4257,-35.3545,-13.5957
9/16/21,2:53:40 AM,64.97964,35.42612,-35.35378,-13.59662
9/16/21,2:53:50 AM,64.99722,35.42608,-35.35456,-13.59818
9/16/21,2:54:00 AM,65.0165,35.42616,-35.35528,-13.59836
9/16/21,2:54:10 AM,65.03548,35.4271,-35.35508,-13.6007
9/16/21,2:54:20 AM,65.05376,35.4271,-35.35646,-13.60356
9/16/21,2:54:30 AM,65.0729,35.42804,-35.35526,-13.60662
9/16/21,2:54:40 AM,65.09644,35.42798,-35.35564,-13.6099
9/16/21,2:54:50 AM,65.08806,35.42786,-35.35698,-13.61242
9/16/21,2:55:00 AM,65.09456,35.42828,-35.35712,-13.61708
9/16/21,2:55:10 AM,65.1002,35.42886,-35.35706,-13.62112
9/16/21,2:55:20 AM,65.11432,35.42928,-35.35762,-13.62522
9/16/21,2:55:30 AM,65.11042,35.42974,-35.35782,-13.63046
9/16/21,2:55:40 AM,65.12426,35.42954,-35.35808,-13.63558
9/16/21,2:55:50 AM,65.14654,35.43036,-35.35866,-13.64128
9/16/21,2:56:00 AM,65.16002,35.4308,-35.35828,-13.64686
9/16/21,2:56:10 AM,65.16756,35.4312,-35.35912,-13.65262
9/16/21,2:56:20 AM,65.1817,35.43122,-35.35966,-13.6585
9/16/21,2:56:30 AM,65.19422,35.4319,-35.35898,-13.66528
9/16/21,2:56:40 AM,65.23316,35.4325,-35.35964,-13.6717
9/16/21,2:56:50 AM,65.22292,35.43224,-35.35998,-13.67856
9/16/21,2:57:00 AM,65.2456,35.43272,-35.36044,-13.68576
9/16/21,2:57:10 AM,65.23592,35.43238,-35.3603,-13.69304
9/16/21,2:57:20 AM,65.23182,35.43296,-35.36046,-13.69968
9/16/21,2:57:30 AM,65.22122,35.43358,-35.3604,-13.70834
9/16/21,2:57:40 AM,65.24508,35.43372,-35.3616,-13.71498
9/16/21,2:57:50 AM,65.24402,35.43372,-35.36156,-13.72336
9/16/21,2:58:00 AM,65.25154,35.43446,-35.36162,-13.73234
9/16/21,2:58:10 AM,65.26424,35.43546,-35.36176,-13.73974
9/16/21,2:58:20 AM,65.25742,35.43552,-35.36182,-13.7477
9/16/21,2:58:30 AM,65.23682,35.43516,-35.36286,-13.756
9/16/21,2:58:40 AM,65.2216,35.43526,-35.36282,-13.76522
9/16/21,2:58:50 AM,65.24518,35.43562,-35.36296,-13.77378
9/16/21,2:59:00 AM,65.28096,35.43608,-35.36344,-13.78302
9/16/21,2:59:10 AM,65.26202,35.43694,-35.36352,-13.79184
9/16/21,2:59:20 AM,65.266,35.43732,-35.365,-13.80102
9/16/21,2:59:30 AM,65.27114,35.43754,-35.36428,-13.8101
9/16/21,2:59:40 AM,65.27766,35.43766,-35.36508,-13.82002
9/16/21,2:59:50 AM,65.26104,35.43756,-35.3652,-13.82968
9/16/21,3:00:00 AM,65.30814,35.43832,-35.36572,-13.83878
9/16/21,3:00:10 AM,65.27828,35.43842,-35.3663,-13.84844
9/16/21,3:00:20 AM,65.28628,35.43864,-35.3658,-13.85816
9/16/21,3:00:30 AM,65.2792,35.43834,-35.36678,-13.86802
9/16/21,3:00:40 AM,65.25444,35.43948,-35.36662,-13.87782
9/16/21,3:00:50 AM,65.26262,35.4393,-35.36674,-13.88748
9/16/21,3:01:00 AM,65.27584,35.4393,-35.36678,-13.89724
9/16/21,3:01:10 AM,65.26864,35.43874,-35.36754,-13.9072
9/16/21,3:01:20 AM,65.21264,35.44028,-35.36742,-13.91682
9/16/21,3:01:30 AM,65.2469,35.44088,-35.3681,-13.92724
9/16/21,3:01:40 AM,65.19762,35.44022,-35.36806,-13.93818
9/16/21,3:01:50 AM,65.23822,35.44056,-35.36888,-13.94864
9/16/21,3:02:00 AM,65.20748,35.4411,-35.36802,-13.9587
9/16/21,3:02:10 AM,65.21432,35.4416,-35.36878,-13.96906
9/16/21,3:02:20 AM,65.2155,35.44202,-35.3691,-13.97986
9/16/21,3:02:30 AM,65.21896,35.44182,-35.36936,-13.99044
9/16/21,3:02:40 AM,65.21384,35.44192,-35.36962,-14.00078
